p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TWIST2	0	0.68331152433658	0.548	0.003	0	7	TWIST2
DDR2	0	0.67905887085488	0.621	0.007	0	7	DDR2
CXCL12	0	0.673993339508476	0.479	0.014	0	7	CXCL12
GGT5	0	0.672616587554379	0.557	0.01	0	7	GGT5
ANXA52	0	0.669085152487824	0.863	0.386	0	7	ANXA5
F2R	0	0.668369801555534	0.559	0.067	0	7	F2R
SOX42	0	0.664844258749863	0.689	0.199	0	7	SOX4
ID4	0	0.662324683929851	0.404	0.051	0	7	ID4
RAMP1	0	0.660449864185327	0.485	0.051	0	7	RAMP1
TIMP3	0	0.659654624337929	0.331	0.032	0	7	TIMP3
PEBP12	0	0.656067739927067	0.871	0.416	0	7	PEBP1
PAMR1	0	0.654167981708783	0.501	0.002	0	7	PAMR1
S100A132	0	0.652174315253955	0.709	0.196	0	7	S100A13
IL6ST	0	0.652139502545023	0.702	0.194	0	7	IL6ST
RND32	0	0.649515863243404	0.636	0.157	0	7	RND3
MOXD1	0	0.646262694687248	0.531	0.003	0	7	MOXD1
CNN31	0	0.643184088297721	0.722	0.117	0	7	CNN3
PAM1	0	0.636316370352364	0.659	0.11	0	7	PAM
KANK2	0	0.63626467859861	0.615	0.018	0	7	KANK2
MDK3	0	0.633040795341827	0.612	0.147	0	7	MDK
RUNX1T1	0	0.631612561508083	0.568	0.003	0	7	RUNX1T1
PDLIM2	0	0.631428992589298	0.693	0.149	0	7	PDLIM2
CALU	0	0.624080182777655	0.713	0.169	0	7	CALU
DKK3	0	0.622522537829107	0.561	0.022	0	7	DKK3
WNT5A	0	0.621364258605761	0.389	0.031	0	7	WNT5A
SEPTIN11	0	0.617660878923316	0.624	0.112	0	7	SEPTIN11
ZEB1	0	0.613300627928073	0.563	0.076	0	7	ZEB1
C12orf57	0	0.612973810147861	0.834	0.371	0	7	C12orf57
MGST3	0	0.600685408787397	0.815	0.353	0	7	MGST3
CRISPLD2	0	0.59906050312004	0.544	0.013	0	7	CRISPLD2
FAP	0	0.598905932057217	0.47	0.004	0	7	FAP
CFH2	0	0.59551258075018	0.598	0.128	0	7	CFH
MAP1B	0	0.593690135244135	0.462	0.017	0	7	MAP1B
TFPI	0	0.592070545511884	0.529	0.018	0	7	TFPI
RAB311	0	0.58983555493676	0.64	0.137	0	7	RAB31
AR	0	0.58820023777293	0.539	0.044	0	7	AR
SPON11	0	0.584364114022819	0.459	0.044	0	7	SPON1
LRPAP1	0	0.581103309082652	0.713	0.248	0	7	LRPAP1
TGFB1I1	0	0.579047688605759	0.552	0.015	0	7	TGFB1I1
LTBP2	0	0.578195345698145	0.443	0.035	0	7	LTBP2
LGALS3BP2	0	0.575568347014753	0.737	0.206	0	7	LGALS3BP
DKK1	0	0.568773399874659	0.256	0.007	0	7	DKK1
CYP7B1	0	0.568470446482126	0.486	0.021	0	7	CYP7B1
RAB132	0	0.567852287619802	0.632	0.172	0	7	RAB13
RCN3	0	0.567030765066266	0.535	0.01	0	7	RCN3
RAB34	0	0.566908638977537	0.624	0.09	0	7	RAB34
DAB21	0	0.565796783512191	0.585	0.076	0	7	DAB2
OSR2	0	0.56549868352681	0.424	0.01	0	7	OSR2
CPXM1	0	0.560970183829086	0.496	0.005	0	7	CPXM1
LTBP1	0	0.558546811206406	0.434	0.037	0	7	LTBP1
TCEAL9	0	0.555027789674862	0.59	0.085	0	7	TCEAL9
FGFR1	0	0.549544942811688	0.486	0.035	0	7	FGFR1
CLMP	0	0.548942138801162	0.496	0.003	0	7	CLMP
AKAP12	0	0.547223388698029	0.483	0.019	0	7	AKAP12
DST2	0	0.540138405355373	0.655	0.128	0	7	DST
PPIC2	0	0.537182044910745	0.601	0.13	0	7	PPIC
PTEN1	0	0.531474512160603	0.713	0.235	0	7	PTEN
COX7A1	0	0.52893184025781	0.529	0.013	0	7	COX7A1
GAS61	0	0.528215108633955	0.557	0.121	0	7	GAS6
SVIL	0	0.52682655892471	0.575	0.131	0	7	SVIL
MXRA51	0	0.524441112961697	0.469	0.057	0	7	MXRA5
TMEM176A2	0	0.524334114210853	0.592	0.134	0	7	TMEM176A
ADRA2A	0	0.522943867455186	0.382	0.004	0	7	ADRA2A
BICC1	0	0.520709774718244	0.471	0.008	0	7	BICC1
MRC2	0	0.518014857082894	0.481	0.035	0	7	MRC2
FARP11	0	0.514820539911771	0.566	0.074	0	7	FARP1
FJX1	0	0.514118837954087	0.365	0.012	0	7	FJX1
ADRA2C	0	0.513527600689314	0.387	0.003	0	7	ADRA2C
AOPEP2	0	0.51281703852653	0.604	0.124	0	7	AOPEP
FAM114A1	0	0.511519133607338	0.563	0.074	0	7	FAM114A1
FXYD1	0	0.510697907843134	0.456	0.022	0	7	FXYD1
PBX1	0	0.509496082641282	0.531	0.083	0	7	PBX1
MASP1	0	0.508952572818423	0.348	0.001	0	7	MASP1
RCN1	0	0.507830962243761	0.558	0.084	0	7	RCN1
F13A1	0	0.506620176890929	0.35	0.017	0	7	F13A1
TMEM14C1	0	0.505488023295804	0.75	0.268	0	7	TMEM14C
TMEM98	0	0.504499744684287	0.529	0.036	0	7	TMEM98
ZCCHC24	0	0.502197691176858	0.51	0.016	0	7	ZCCHC24
TSPAN41	0	0.497723618842213	0.533	0.07	0	7	TSPAN4
REV3L	0	0.495108207492276	0.495	0.1	0	7	REV3L
EPAS1	0	0.494831657184994	0.458	0.079	0	7	EPAS1
CRTAP	0	0.494733440683587	0.609	0.113	0	7	CRTAP
CAMK2N12	0	0.489797710278577	0.572	0.095	0	7	CAMK2N1
NUPR13	0	0.489752993573271	0.749	0.202	0	7	NUPR1
SGIP1	0	0.488613955232913	0.465	0.001	0	7	SGIP1
ARHGAP42	0	0.488410010692506	0.41	0.016	0	7	ARHGAP42
LAMC1	0	0.485933230419402	0.486	0.037	0	7	LAMC1
CYB5R3	0	0.484992017441193	0.625	0.173	0	7	CYB5R3
LOXL1	0	0.484889668551178	0.44	0.014	0	7	LOXL1
TMEM176B2	0	0.483018729845446	0.601	0.163	0	7	TMEM176B
SELENOP2	0	0.482000399818545	0.687	0.19	0	7	SELENOP
FAM162B	0	0.480969516512154	0.313	0	0	7	FAM162B
FBLIM1	0	0.479277431252726	0.466	0.025	0	7	FBLIM1
FKBP10	0	0.468833453591369	0.487	0.008	0	7	FKBP10
RBPMS	0	0.468343201507094	0.477	0.061	0	7	RBPMS
PGRMC11	0	0.465745706634617	0.553	0.149	0	7	PGRMC1
LEPROT1	0	0.464920183881011	0.669	0.216	0	7	LEPROT
ALDH1A11	0	0.457951228703463	0.461	0.068	0	7	ALDH1A1
F10	0	0.455378295739513	0.432	0	0	7	F10
SDC2	0	0.453912337684469	0.433	0.022	0	7	SDC2
GLT8D2	0	0.45302576417349	0.442	0.005	0	7	GLT8D2
EPB41L21	0	0.451509952175303	0.484	0.065	0	7	EPB41L2
WFDC1	0	0.45136465384444	0.254	0.001	0	7	WFDC1
TMEM204	0	0.449416039832258	0.468	0.045	0	7	TMEM204
VCL	0	0.449231284216163	0.519	0.113	0	7	VCL
FRMD61	0	0.447113140818105	0.413	0.05	0	7	FRMD6
SOCS2	0	0.446871668199216	0.457	0.036	0	7	SOCS2
MRGPRF	0	0.445211501804385	0.424	0.001	0	7	MRGPRF
FERMT2	0	0.443752111552616	0.465	0.026	0	7	FERMT2
CPQ	0	0.438201511297072	0.518	0.076	0	7	CPQ
PRRX2	0	0.43673268996703	0.453	0.032	0	7	PRRX2
GUCY1A1	0	0.435415128135209	0.368	0.01	0	7	GUCY1A1
ESR11	0	0.434483647366369	0.411	0.071	0	7	ESR1
PTK7	0	0.433665822627206	0.408	0.026	0	7	PTK7
VCAM1	0	0.431365142670489	0.346	0.022	0	7	VCAM1
PLPP1	0	0.430867685911102	0.433	0.043	0	7	PLPP1
WWTR1	0	0.428928781620727	0.455	0.053	0	7	WWTR1
TCEAL3	0	0.42839500106135	0.493	0.074	0	7	TCEAL3
ADAMTS2	0	0.428381374566828	0.389	0.001	0	7	ADAMTS2
LAMP5	0	0.426871612615132	0.302	0.007	0	7	LAMP5
MAGED2	0	0.426030857598363	0.549	0.139	0	7	MAGED2
SPTBN1	0	0.425269796468211	0.585	0.156	0	7	SPTBN1
PCSK5	0	0.425111713900664	0.375	0.022	0	7	PCSK5
FMOD	0	0.422480345414054	0.413	0.024	0	7	FMOD
SEMA5A	0	0.421674875726213	0.382	0.006	0	7	SEMA5A
PTCH1	0	0.421026430653912	0.265	0.016	0	7	PTCH1
GPX8	0	0.419892677399544	0.435	0.033	0	7	GPX8
PARVA1	0	0.419408276334572	0.481	0.055	0	7	PARVA
TPBG1	0	0.41699497541738	0.445	0.075	0	7	TPBG
MFAP2	0	0.414131160754998	0.355	0.003	0	7	MFAP2
CD248	0	0.413130410818217	0.392	0.002	0	7	CD248
ABCA6	0	0.412614889933385	0.37	0.006	0	7	ABCA6
TPST1	0	0.412181134327902	0.413	0.011	0	7	TPST1
PLEKHA5	0	0.410504752723467	0.457	0.074	0	7	PLEKHA5
RASD11	0	0.408190386648008	0.345	0.062	0	7	RASD1
PDE5A	0	0.408138225210817	0.373	0.008	0	7	PDE5A
CLIC4	0	0.407791879678212	0.469	0.078	0	7	CLIC4
CTSF	0	0.406880686051855	0.458	0.033	0	7	CTSF
CYGB	0	0.405862638449942	0.345	0.005	0	7	CYGB
HOXA10	0	0.403548244827155	0.402	0.033	0	7	HOXA10
PRSS12	0	0.403111199614326	0.349	0.026	0	7	PRSS12
SH3PXD2A	0	0.40307350600074	0.461	0.077	0	7	SH3PXD2A
PXDN	0	0.402308676772498	0.388	0.044	0	7	PXDN
PDPN	0	0.400109445992739	0.355	0.021	0	7	PDPN
DDAH2	0	0.400060941186626	0.517	0.135	0	7	DDAH2
LTBP4	0	0.399441529739693	0.432	0.073	0	7	LTBP4
PTN	0	0.399429386462061	0.292	0.042	0	7	PTN
APP2	0	0.398854058917067	0.618	0.177	0	7	APP
ALDH1A3	0	0.398291783490889	0.37	0.031	0	7	ALDH1A3
NRG1	0	0.397947489522328	0.287	0.016	0	7	NRG1
OLFML3	0	0.397795063214214	0.37	0.009	0	7	OLFML3
EHD2	0	0.397005164026596	0.413	0.032	0	7	EHD2
ITGB5	0	0.394762443894276	0.39	0.046	0	7	ITGB5
SNX9	0	0.393651680673301	0.466	0.099	0	7	SNX9
DLC1	0	0.392952865974115	0.384	0.018	0	7	DLC1
GPM6B	0	0.392423339726673	0.345	0.027	0	7	GPM6B
OAF	0	0.390743171246931	0.4	0.019	0	7	OAF
ARHGAP21	0	0.390230046719345	0.471	0.094	0	7	ARHGAP21
MXRA7	0	0.387905120326291	0.482	0.09	0	7	MXRA7
GINM1	0	0.387294820059321	0.548	0.141	0	7	GINM1
LAMA4	0	0.386636839706203	0.314	0.025	0	7	LAMA4
LAMC3	0	0.386277332410122	0.334	0.001	0	7	LAMC3
MAP3K20	0	0.38488959749465	0.43	0.051	0	7	MAP3K20
SPART	0	0.38307601439339	0.463	0.092	0	7	SPART
LAMB2	0	0.38297870131052	0.421	0.051	0	7	LAMB2
CYBRD11	0	0.382833965258027	0.441	0.068	0	7	CYBRD1
FN11	0	0.381876221199505	0.518	0.116	0	7	FN1
NRP11	0	0.381647896902884	0.389	0.058	0	7	NRP1
PCDH18	0	0.379603655365467	0.36	0.001	0	7	PCDH18
SGCB	0	0.37628175686906	0.424	0.04	0	7	SGCB
CDKN1C1	0	0.376197528265733	0.406	0.085	0	7	CDKN1C
RERG	0	0.376087233771007	0.35	0.006	0	7	RERG
MYO1B1	0	0.375178449562444	0.357	0.066	0	7	MYO1B
LOXL2	0	0.375020596176204	0.33	0.007	0	7	LOXL2
NME4	0	0.374814021698178	0.435	0.073	0	7	NME4
CHN1	0	0.374378268449819	0.295	0.02	0	7	CHN1
ADGRA2	0	0.36999374404656	0.379	0.004	0	7	ADGRA2
VASN	0	0.369958776578055	0.407	0.037	0	7	VASN
VSTM4	0	0.367262891526037	0.35	0.002	0	7	VSTM4
SLC9A3R21	0	0.364175632391882	0.492	0.102	0	7	SLC9A3R2
ADAM12	0	0.36288999417936	0.316	0.019	0	7	ADAM12
NREP	0	0.361954419871696	0.307	0.025	0	7	NREP
FBLN5	0	0.358618392518209	0.355	0.021	0	7	FBLN5
ALDH1A2	0	0.35858152293575	0.308	0.004	0	7	ALDH1A2
LMOD1	0	0.353800726890012	0.3	0	0	7	LMOD1
ARL3	0	0.352391071068147	0.499	0.124	0	7	ARL3
RGS4	0	0.348728325792456	0.256	0.003	0	7	RGS4
SLIT2	0	0.348179429107268	0.321	0.017	0	7	SLIT2
ZNF503	0	0.347626665434263	0.389	0.075	0	7	ZNF503
COL27A1	0	0.344159456720835	0.319	0.013	0	7	COL27A1
COL7A1	0	0.341606433676586	0.308	0.027	0	7	COL7A1
CPED1	0	0.341138445325293	0.316	0.015	0	7	CPED1
SH3D19	0	0.341066653596028	0.341	0.023	0	7	SH3D19
TNS1	0	0.340934695945	0.357	0.039	0	7	TNS1
ECM2	0	0.339964119483414	0.33	0.001	0	7	ECM2
APOE1	0	0.337665784938699	0.548	0.131	0	7	APOE
PEAK1	0	0.336806293172596	0.35	0.033	0	7	PEAK1
HTR2B	0	0.336602531072732	0.283	0.002	0	7	HTR2B
KITLG	0	0.336105911331986	0.35	0.027	0	7	KITLG
GNG122	0	0.335522548642526	0.462	0.095	0	7	GNG12
SLIT3	0	0.335146528940498	0.253	0.004	0	7	SLIT3
TWIST1	0	0.333841448016602	0.301	0.003	0	7	TWIST1
STARD13	0	0.331864841115131	0.337	0.009	0	7	STARD13
PRKG1	0	0.33171246037988	0.312	0.001	0	7	PRKG1
PID1	0	0.32775901292968	0.322	0.01	0	7	PID1
SMARCA1	0	0.326129844258301	0.35	0.024	0	7	SMARCA1
HOXA13	0	0.325841094042725	0.326	0.011	0	7	HOXA13
QPRT1	0	0.324586144777998	0.361	0.05	0	7	QPRT
WLS	0	0.322980599973372	0.378	0.055	0	7	WLS
PLTP1	0	0.322819611257188	0.383	0.057	0	7	PLTP
C1QTNF1	0	0.321318558885451	0.287	0.001	0	7	C1QTNF1
PWWP3B	0	0.319654839638303	0.268	0.001	0	7	PWWP3B
TEAD11	0	0.319407169941482	0.379	0.062	0	7	TEAD1
NTM	0	0.317867067700969	0.263	0.005	0	7	NTM
EDNRB	0	0.31778201456159	0.295	0.005	0	7	EDNRB
OLFML1	0	0.317636370578647	0.332	0	0	7	OLFML1
COL5A3	0	0.317575641321159	0.278	0.006	0	7	COL5A3
IRS1	0	0.317487306142357	0.328	0.022	0	7	IRS1
RBFOX21	0	0.317000629391447	0.399	0.068	0	7	RBFOX2
RASSF8	0	0.31542552114744	0.334	0.023	0	7	RASSF8
ANGPTL2	0	0.311101131815855	0.285	0.004	0	7	ANGPTL2
COPZ2	0	0.310268263185445	0.336	0.034	0	7	COPZ2
VIPR2	0	0.31011046609612	0.269	0.003	0	7	VIPR2
SRPX2	0	0.307697835674943	0.302	0.012	0	7	SRPX2
PLSCR4	0	0.306109733354881	0.333	0.019	0	7	PLSCR4
AXL1	0	0.303141924616458	0.364	0.039	0	7	AXL
SGCE	0	0.301724615454029	0.316	0.012	0	7	SGCE
PEMT	0	0.299096262175023	0.306	0.037	0	7	PEMT
HSPB6	0	0.29752602355531	0.255	0.001	0	7	HSPB6
HIC1	0	0.296358537933843	0.319	0.024	0	7	HIC1
ANTXR2	0	0.296190743839409	0.353	0.064	0	7	ANTXR2
BMP7	0	0.295416984730404	0.272	0.029	0	7	BMP7
CD3021	0	0.295010014072883	0.371	0.054	0	7	CD302
NFATC4	0	0.29459664918215	0.313	0.004	0	7	NFATC4
EMX21	0	0.294537326814913	0.316	0.037	0	7	EMX2
ADCY3	0	0.294265119947918	0.314	0.046	0	7	ADCY3
SORBS3	0	0.293754754722525	0.345	0.051	0	7	SORBS3
TNFRSF21	0	0.292004678053154	0.276	0.04	0	7	TNFRSF21
MSRB3	0	0.291501782751625	0.303	0.015	0	7	MSRB3
FKBP9	0	0.291115842525713	0.331	0.045	0	7	FKBP9
COL21A1	0	0.290763200465859	0.267	0.01	0	7	COL21A1
TNS2	0	0.290217141920998	0.319	0.018	0	7	TNS2
TWSG1	0	0.289128700940271	0.328	0.036	0	7	TWSG1
BDH2	0	0.287257235291211	0.376	0.071	0	7	BDH2
COLEC12	0	0.286541935198635	0.258	0.018	0	7	COLEC12
NES	0	0.284713465546801	0.295	0.015	0	7	NES
CNTN4	0	0.283760687829829	0.275	0.005	0	7	CNTN4
SCUBE2	0	0.28338920554427	0.251	0.001	0	7	SCUBE2
RASL11A	0	0.282882953554762	0.255	0.014	0	7	RASL11A
PHLDB1	0	0.281278800357443	0.294	0.013	0	7	PHLDB1
MITF	0	0.280702636702454	0.29	0.032	0	7	MITF
CTSO	0	0.280679814028782	0.323	0.038	0	7	CTSO
RBMS3	0	0.279052743067015	0.283	0.01	0	7	RBMS3
DSEL	0	0.278535126127116	0.29	0.022	0	7	DSEL
MICU3	0	0.278422910784131	0.304	0.016	0	7	MICU3
CERCAM	0	0.277982781732676	0.287	0.022	0	7	CERCAM
PROS1	0	0.275935298650427	0.302	0.023	0	7	PROS1
WDR86	0	0.274913115269246	0.283	0.011	0	7	WDR86
ZNF704	0	0.274909099347631	0.278	0.036	0	7	ZNF704
ETV1	0	0.273818891140474	0.256	0.008	0	7	ETV1
TANC1	0	0.27328943367797	0.322	0.049	0	7	TANC1
INAFM1	0	0.273046308598403	0.331	0.039	0	7	INAFM1
FKBP7	0	0.272936816076921	0.301	0.011	0	7	FKBP7
ARHGAP10	0	0.271599365237571	0.34	0.06	0	7	ARHGAP10
CTSL1	0	0.270040819582046	0.509	0.114	0	7	CTSL
DNM1	0	0.269225565750621	0.276	0.005	0	7	DNM1
DACH1	0	0.268645634762184	0.275	0.014	0	7	DACH1
ROBO1	0	0.268582931835502	0.296	0.032	0	7	ROBO1
PHLDB2	0	0.267706655450998	0.283	0.032	0	7	PHLDB2
COL16A1	0	0.266654954240744	0.263	0.008	0	7	COL16A1
EPDR1	0	0.263444083600555	0.268	0.013	0	7	EPDR1
BAG2	0	0.261930837410139	0.279	0.023	0	7	BAG2
THRA	0	0.261793675506982	0.335	0.053	0	7	THRA
HOXA11	0	0.25974613268922	0.255	0.006	0	7	HOXA11
SCARF2	0	0.259543670453673	0.271	0.005	0	7	SCARF2
SNCAIP	0	0.259322694730051	0.265	0.024	0	7	SNCAIP
PKD2	0	0.258721921511986	0.304	0.031	0	7	PKD2
PLOD1	0	0.257536885331906	0.302	0.042	0	7	PLOD1
ACVRL1	0	0.255115117177594	0.286	0.02	0	7	ACVRL1
FAM92A	0	0.253670052970887	0.296	0.023	0	7	FAM92A
PLEKHH2	0	0.252565647159078	0.253	0.007	0	7	PLEKHH2
TSPAN9	0	0.251119270914697	0.282	0.025	0	7	TSPAN9
DIXDC1	0	0.250552068088037	0.27	0.014	0	7	DIXDC1
PTPN13	8.67803855740525e-308	0.310009801862956	0.381	0.076	1.52056591602855e-303	7	PTPN13
NENF	4.38524714097055e-306	0.457166813096693	0.655	0.221	7.6838300404086e-302	7	NENF
SYNE11	4.72051652425912e-303	0.449386984399712	0.534	0.144	8.27128905380682e-299	7	SYNE1
SULF2	1.9326427516147e-297	0.345507729575364	0.401	0.085	3.38637662937927e-293	7	SULF2
TLE1	6.49028731170975e-296	0.282609453501491	0.335	0.061	1.13722814275778e-291	7	TLE1
TJP12	7.33414756542161e-293	0.352412804335333	0.495	0.125	1.28508933641317e-288	7	TJP1
RIN2	9.17902859027191e-293	0.349664249835028	0.359	0.072	1.60834938958744e-288	7	RIN2
MMP141	1.48077920721729e-292	0.342156540588948	0.372	0.075	2.59462132688613e-288	7	MMP14
OSTC	1.28511288321078e-291	0.524748209543059	0.742	0.308	2.25177479396193e-287	7	OSTC
ITGAV	3.29229475075213e-290	0.354393690164817	0.417	0.095	5.76875886226789e-286	7	ITGAV
DTWD1	1.85329078437235e-288	0.295430133286031	0.374	0.077	3.24733611237724e-284	7	DTWD1
VKORC1	2.12319462966753e-285	0.39451275863617	0.565	0.17	3.72026163010345e-281	7	VKORC1
RABAC11	2.58312346919546e-284	0.544214367077231	0.843	0.41	4.52614894272429e-280	7	RABAC1
SEZ6L21	1.40105743268704e-282	0.257636827044289	0.311	0.055	2.45493283355423e-278	7	SEZ6L2
GCSH	1.655361861246e-281	0.345723403997014	0.465	0.118	2.90052505327525e-277	7	GCSH
NFIC2	4.10198216815466e-280	0.421184380579502	0.649	0.215	7.18749315504059e-276	7	NFIC
REXO21	3.24099767754389e-279	0.422617682908803	0.626	0.212	5.67887613059241e-275	7	REXO2
CDK2AP11	7.22333409819491e-277	0.350458195476266	0.53	0.151	1.26567260068571e-272	7	CDK2AP1
METRN	1.20677616304979e-275	0.342690800958655	0.43	0.105	2.11451319289584e-271	7	METRN
NFIX	4.54417067985458e-273	0.304676264513604	0.356	0.074	7.9622958652412e-269	7	NFIX
HCFC1R1	7.14984529880305e-269	0.372364097965319	0.447	0.116	1.25279589325627e-264	7	HCFC1R1
GSN1	5.92958862212394e-267	0.498237360800541	0.665	0.227	1.03898251836856e-262	7	GSN
CST32	1.80922439543465e-266	0.556084055173005	0.932	0.533	3.17012298568059e-262	7	CST3
AKT3	3.61233486983377e-266	0.253434023966022	0.325	0.063	6.32953315892272e-262	7	AKT3
EPN2	6.53056160006786e-266	0.266960894513062	0.355	0.074	1.14428500356389e-261	7	EPN2
MT2A2	7.50597068162263e-265	1.5418289936849	0.78	0.376	1.31519618283392e-260	7	MT2A
GSTM3	2.91387576804153e-264	0.250098633386453	0.345	0.07	5.10569312076237e-260	7	GSTM3
TAX1BP31	3.61977173290579e-264	0.370008471021812	0.49	0.137	6.34256403039752e-260	7	TAX1BP3
PFDN5	4.61056819434809e-264	0.579772622703665	0.983	0.893	8.07863759013672e-260	7	PFDN5
LMNA2	6.89965480450016e-264	0.527409606794621	0.819	0.339	1.20895751484452e-259	7	LMNA
DPYSL21	8.31859869401401e-262	0.320706545832241	0.433	0.106	1.45758486316513e-257	7	DPYSL2
SEC31A	2.04309327658294e-259	0.416713867732628	0.637	0.226	3.57990803922863e-255	7	SEC31A
FCGRT1	1.48728733143728e-258	0.415818492937244	0.679	0.233	2.60602486214439e-254	7	FCGRT
RTL8C	9.931868189301e-253	0.269448108690735	0.356	0.078	1.74026194412932e-248	7	RTL8C
DSTN3	1.23613605714694e-250	0.5469668513331	0.825	0.377	2.16595759933286e-246	7	DSTN
CSRP21	7.61814224325228e-248	0.363078411875031	0.427	0.105	1.33485088386266e-243	7	CSRP2
MAP4	2.72229563280593e-247	0.398029142271201	0.598	0.207	4.77000640780256e-243	7	MAP4
MORF4L2	3.74641684039277e-247	0.390973057005057	0.578	0.193	6.56447158773621e-243	7	MORF4L2
RPL310	2.86371389988066e-246	0.594508235227554	1	0.979	5.01779949537089e-242	7	RPL3
HSPA2	4.83019768249131e-244	0.27628539574755	0.287	0.054	8.46347237926128e-240	7	HSPA2
FHL22	4.76488457811135e-243	0.290319174021019	0.354	0.079	8.34903075776671e-239	7	FHL2
HEBP1	2.54104464551686e-239	0.261279671666019	0.364	0.084	4.45241842787465e-235	7	HEBP1
SCARB21	1.26681976957858e-238	0.331635156266132	0.5	0.146	2.21972160025558e-234	7	SCARB2
EPHB6	2.60818420725916e-237	0.307664926427474	0.289	0.057	4.57006036795949e-233	7	EPHB6
NUCKS11	8.50130316156497e-236	0.52929910683328	0.834	0.426	1.48959833996941e-231	7	NUCKS1
NAP1L1	2.77754179247614e-231	0.541167351577123	0.863	0.483	4.86680872877669e-227	7	NAP1L1
TSPAN5	3.82522249039101e-231	0.265031519184287	0.33	0.072	6.70255484766312e-227	7	TSPAN5
FAT11	5.7407728644986e-230	0.290527810014126	0.322	0.07	1.00589822131744e-225	7	FAT1
CD991	1.48394115140194e-229	0.524949338880554	0.829	0.419	2.60016168548648e-225	7	CD99
KDELR12	5.40977114361807e-229	0.442116832606501	0.721	0.317	9.47900099784759e-225	7	KDELR1
TCF12	6.17646531080135e-228	0.275007303221234	0.365	0.088	1.08224025175861e-223	7	TCF12
LMO42	2.44701134357248e-227	0.447579637761285	0.604	0.218	4.2876532762077e-223	7	LMO4
OSBPL8	2.47302991493948e-227	0.462594998200009	0.693	0.288	4.33324301695696e-223	7	OSBPL8
SPATS2L1	1.17337770138249e-226	0.403293711578254	0.557	0.192	2.05599240836241e-222	7	SPATS2L
HDLBP1	4.19286552520062e-225	0.419057004733408	0.68	0.276	7.34673897325653e-221	7	HDLBP
MAP1LC3A	1.348292406837e-224	0.284261638566419	0.378	0.093	2.36247795525978e-220	7	MAP1LC3A
ZEB21	2.36658851141988e-223	0.415988412565669	0.601	0.202	4.14673638970992e-219	7	ZEB2
SPIN1	8.15097826309699e-222	0.268833208370409	0.358	0.087	1.42821441125985e-217	7	SPIN1
ADIRF2	1.24445613048027e-221	0.69645259178725	0.474	0.143	2.18053603182753e-217	7	ADIRF
EGR12	4.62960137760113e-221	0.693889039942285	0.674	0.278	8.1119875338327e-217	7	EGR1
LXN	1.10398191530567e-219	0.339515930210167	0.267	0.052	1.9343971119986e-215	7	LXN
MYO1C	2.105585053027e-219	0.269222378094874	0.375	0.095	3.68940612991391e-215	7	MYO1C
IFITM11	4.43126696875075e-219	0.532274020858678	0.702	0.293	7.76446598264506e-215	7	IFITM1
PTK2	2.07113924859263e-217	0.264305301643296	0.289	0.06	3.62905019138401e-213	7	PTK2
MT1E3	4.56328527858175e-216	0.406921100775073	0.548	0.178	7.99578846513095e-212	7	MT1E
TTC31	1.46785034494492e-215	0.46815271656527	0.696	0.307	2.57196737441248e-211	7	TTC3
CD1512	4.82281942171512e-215	0.372654448478854	0.582	0.209	8.45054419072923e-211	7	CD151
PLXDC21	1.04065246489024e-213	0.315010680380692	0.374	0.093	1.82343124898067e-209	7	PLXDC2
SAT2	5.59832598474498e-212	0.336283697861682	0.508	0.168	9.80938679047015e-208	7	SAT2
MYL6B1	6.51428414892021e-212	0.273382010815743	0.407	0.111	1.1414328685738e-207	7	MYL6B
NME3	1.32440058925338e-209	0.386717105067178	0.619	0.244	2.32061471248977e-205	7	NME3
FLNA1	7.96248640857261e-208	0.483117734680051	0.674	0.289	1.39518686851009e-203	7	FLNA
RRBP13	1.85136368627016e-207	0.439937565255544	0.703	0.305	3.24395945108257e-203	7	RRBP1
BSG	2.47569084758699e-207	0.415652474176743	0.71	0.323	4.33790550314193e-203	7	BSG
ITPRIPL21	3.28919141838428e-202	0.294035873485308	0.423	0.123	5.76332120329293e-198	7	ITPRIPL2
GPC11	3.00578026091432e-200	0.250493343803558	0.319	0.076	5.26672817317408e-196	7	GPC1
TCEAL8	4.3942616014378e-200	0.266308393753882	0.412	0.118	7.69962517803931e-196	7	TCEAL8
KLF9	3.11662223996644e-198	0.275665477576162	0.305	0.071	5.46094548886919e-194	7	KLF9
NOTCH31	3.63422243600229e-198	0.42702051048082	0.263	0.056	6.36788455236322e-194	7	NOTCH3
CAMLG	1.60368504511781e-197	0.330468975223392	0.534	0.189	2.80997693605543e-193	7	CAMLG
EGFR2	4.92052252365955e-197	0.264421910803519	0.363	0.095	8.62173956595626e-193	7	EGFR
MRFAP1	1.38241517398056e-196	0.363648698915095	0.638	0.265	2.42226786784874e-192	7	MRFAP1
LTBP3	2.0490958183536e-196	0.27256508235753	0.409	0.119	3.59042569291918e-192	7	LTBP3
IFT57	2.65488539054776e-196	0.257480439369745	0.366	0.098	4.65189018131778e-192	7	IFT57
SMAD5	2.26184266914568e-192	0.267958746185475	0.379	0.106	3.96320072487707e-188	7	SMAD5
PDLIM12	3.6731356699337e-191	0.37640428878392	0.546	0.194	6.43606832085783e-187	7	PDLIM1
